Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Port Melbourne,36/3 Seisman Pl,2,u,1340000.0,VB,Chisholm,3/12/2016,3.8,3207,2.0,2.0,2.0,21700.0,,2000.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0
Port Melbourne,175 Stokes St,3,h,2200000.0,S,Greg,3/12/2016,3.8,3207,3.0,2.0,0.0,250.0,280.0,1863.0,Port Phillip,-37.8381,144.9391,Southern Metropolitan,8648.0
Port Melbourne,366 Williamstown Rd,4,h,2105000.0,S,Cayzer,3/12/2016,3.8,3207,4.0,2.0,3.0,611.0,181.0,1940.0,Port Phillip,-37.8349,144.9266,Southern Metropolitan,8648.0
Port Melbourne,404/101 Bay St,2,u,550000.0,S,Buxton,4/02/2016,3.8,3207,2.0,1.0,1.0,0.0,57.0,2012.0,Port Phillip,-37.8408,144.94,Southern Metropolitan,8648.0
Port Melbourne,802/127 Beach St,2,u,1250000.0,VB,hockingstuart,4/03/2017,3.8,3207,2.0,2.0,2.0,0.0,,,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648.0
Port Melbourne,111/99 Dow St,2,u,575000.0,VB,hockingstuart,4/03/2017,3.8,3207,2.0,2.0,1.0,0.0,,,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648.0
Port Melbourne,66 Dunstan Pde,4,h,1915000.0,S,Marshall,4/03/2017,3.8,3207,4.0,3.0,1.0,323.0,237.0,1935.0,Port Phillip,-37.8371,144.921,Southern Metropolitan,8648.0
Port Melbourne,22 Park Sq,3,h,1630000.0,S,Marshall,4/03/2017,3.8,3207,3.0,2.0,2.0,135.0,135.0,1997.0,Port Phillip,-37.8395,144.9343,Southern Metropolitan,8648.0
Port Melbourne,467 Bay St,2,h,1000000.0,S,Marshall,4/06/2016,3.8,3207,2.0,2.0,0.0,96.0,108.0,1890.0,Melbourne,-37.8327,144.9474,Southern Metropolitan,8648.0
Port Melbourne,89 Cruikshank St,3,h,1470000.0,S,Marshall,4/06/2016,3.8,3207,3.0,1.0,0.0,153.0,109.0,1880.0,Port Phillip,-37.8382,144.9469,Southern Metropolitan,8648.0
Port Melbourne,212/50 Dow St,2,u,725000.0,VB,Cayzer,4/06/2016,3.8,3207,2.0,2.0,2.0,0.0,87.0,2010.0,Port Phillip,-37.8431,144.9403,Southern Metropolitan,8648.0
Port Melbourne,175 Farrell St,2,h,1234500.0,S,hockingstuart,4/06/2016,3.8,3207,3.0,1.0,0.0,183.0,185.0,,Port Phillip,-37.8329,144.9375,Southern Metropolitan,8648.0
Port Melbourne,2/2 Graham St,2,u,600000.0,VB,Greg,4/06/2016,3.8,3207,2.0,1.0,1.0,0.0,74.0,2005.0,Melbourne,-37.8424,144.9449,Southern Metropolitan,8648.0
Port Melbourne,164 Liardet St,3,h,1342000.0,S,Chisholm,4/06/2016,3.8,3207,3.0,2.0,2.0,173.0,137.0,1900.0,Port Phillip,-37.8375,144.941,Southern Metropolitan,8648.0
Port Melbourne,510/166 Rouse St,1,u,500000.0,S,Greg,4/06/2016,3.8,3207,1.0,1.0,1.0,0.0,60.0,2006.0,Port Phillip,-37.8416,144.939,Southern Metropolitan,8648.0
Port Melbourne,304/38 Nott St,2,u,795000.0,S,Cayzer,6/08/2016,3.8,3207,2.0,2.0,1.0,579.0,84.0,2013.0,Melbourne,-37.8416,144.9381,Southern Metropolitan,8648.0
Port Melbourne,130/70 Nott St,2,u,590000.0,VB,Marshall,6/08/2016,3.8,3207,2.0,2.0,1.0,0.0,70.0,2012.0,Melbourne,-37.8404,144.9391,Southern Metropolitan,8648.0
Port Melbourne,89 Raglan St,4,h,1502000.0,S,Chisholm,6/08/2016,3.8,3207,4.0,1.0,2.0,146.0,,1880.0,Port Phillip,-37.8343,144.9452,Southern Metropolitan,8648.0
Port Melbourne,6/157 Beach St,2,u,1100000.0,SP,Cayzer,7/05/2016,3.8,3207,2.0,2.0,1.0,0.0,110.0,2006.0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648.0
Port Melbourne,13 Canberra Pde,3,h,1421000.0,S,Biggin,7/05/2016,3.8,3207,3.0,2.0,1.0,215.0,,1990.0,Port Phillip,-37.8393,144.9336,Southern Metropolitan,8648.0
Port Melbourne,414/99 Dow St,2,u,845000.0,SP,RT,7/05/2016,3.8,3207,2.0,2.0,2.0,2166.0,,,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648.0
Port Melbourne,7/55 Johnston St,2,u,720000.0,S,Buxton,7/05/2016,3.8,3207,2.0,1.0,1.0,0.0,,,Port Phillip,-37.8434,144.9435,Southern Metropolitan,8648.0
Port Melbourne,218 Nott St,2,h,1275000.0,S,Marshall,7/05/2016,3.8,3207,2.0,2.0,1.0,115.0,115.0,2015.0,Melbourne,-37.8351,144.9441,Southern Metropolitan,8648.0
Port Melbourne,106 Ross St,2,h,1000000.0,VB,Marshall,7/05/2016,3.8,3207,2.0,1.0,1.0,90.0,106.0,2007.0,Melbourne,-37.8357,144.9376,Southern Metropolitan,8648.0
Port Melbourne,255 Ross St,4,h,1820000.0,S,Marshall,7/11/2016,3.8,3207,4.0,2.0,1.0,212.0,158.0,1900.0,Melbourne,-37.8331,144.9412,Southern Metropolitan,8648.0
Port Melbourne,401/216 Rouse St,1,u,420000.0,S,Buxton,7/11/2016,3.8,3207,1.0,1.0,1.0,0.0,,,Port Phillip,-37.841,144.9379,Southern Metropolitan,8648.0
Port Melbourne,306/77 Nott St,2,u,600000.0,PI,Chisholm,8/10/2016,3.8,3207,2.0,2.0,1.0,995.0,,,Port Phillip,-37.8407,144.9383,Southern Metropolitan,8648.0
Port Melbourne,143 Pickles St,3,h,1916000.0,S,Greg,8/10/2016,3.8,3207,2.0,2.0,1.0,190.0,,1900.0,Port Phillip,-37.8393,144.947,Southern Metropolitan,8648.0
Port Melbourne,27/4 Seisman Pl,1,u,577000.0,S,Chisholm,8/10/2016,3.8,3207,1.0,1.0,1.0,0.0,,2004.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0
Port Melbourne,4/200 Bay St,2,u,655000.0,S,Biggin,10/09/2016,3.8,3207,2.0,2.0,1.0,0.0,83.0,2000.0,Melbourne,-37.8392,144.9421,Southern Metropolitan,8648.0
Port Melbourne,404 Bay St,2,h,1016500.0,S,hockingstuart,10/09/2016,3.8,3207,2.0,1.0,1.0,131.0,,,Melbourne,-37.8352,144.9458,Southern Metropolitan,8648.0
Port Melbourne,44 Cruikshank St,2,h,1350000.0,S,RT,10/09/2016,3.8,3207,2.0,1.0,1.0,195.0,94.0,1900.0,Melbourne,-37.8395,144.9462,Southern Metropolitan,8648.0
Port Melbourne,95 Heath St,3,h,1560000.0,S,Greg,10/09/2016,3.8,3207,3.0,2.0,2.0,241.0,131.0,1900.0,Port Phillip,-37.8346,144.9448,Southern Metropolitan,8648.0
Port Melbourne,37/85 Rouse St,2,u,1035000.0,PI,RT,10/09/2016,3.8,3207,2.0,2.0,1.0,0.0,,2003.0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648.0
Port Melbourne,133/95 Rouse St,2,u,1070000.0,S,RT,10/09/2016,3.8,3207,2.0,2.0,1.0,0.0,,2003.0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648.0
Port Melbourne,172 Albert St,2,h,1060000.0,S,hockingstuart,10/12/2016,3.8,3207,2.0,1.0,0.0,106.0,70.0,1910.0,Port Phillip,-37.8346,144.9373,Southern Metropolitan,8648.0
Port Melbourne,405/155 Beach St,2,u,1610000.0,S,Kay,10/12/2016,3.8,3207,2.0,2.0,2.0,0.0,104.0,2007.0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648.0
Port Melbourne,243 Graham St,2,h,1101000.0,S,Cayzer,10/12/2016,3.8,3207,2.0,1.0,0.0,152.0,71.0,1910.0,Melbourne,-37.8393,144.9386,Southern Metropolitan,8648.0
Port Melbourne,2/8 Thomas St,2,h,880000.0,S,Greg,10/12/2016,3.8,3207,2.0,1.0,2.0,163.0,83.0,1980.0,Port Phillip,-37.8359,144.9358,Southern Metropolitan,8648.0
Port Melbourne,205/50 Dow St,2,u,730000.0,VB,MICM,12/11/2016,3.8,3207,2.0,1.0,1.0,0.0,,,Port Phillip,-37.8431,144.9403,Southern Metropolitan,8648.0
Port Melbourne,8 Garton St,2,h,1080000.0,S,Scott,12/11/2016,3.8,3207,2.0,1.0,0.0,105.0,70.0,1910.0,Port Phillip,-37.8338,144.9474,Southern Metropolitan,8648.0
Port Melbourne,205 Heath St,2,h,1115000.0,S,Chisholm,12/11/2016,3.8,3207,2.0,1.0,0.0,120.0,76.0,1900.0,Port Phillip,-37.8322,144.947,Southern Metropolitan,8648.0
Port Melbourne,413/54 Nott St,2,u,516000.0,SP,Cayzer,12/11/2016,3.8,3207,2.0,1.0,1.0,0.0,70.0,2004.0,Port Phillip,-37.8407,144.9389,Southern Metropolitan,8648.0
Port Melbourne,75 Swallow St,3,h,1753000.0,S,Frank,12/11/2016,3.8,3207,3.0,2.0,1.0,225.0,153.0,1910.0,Port Phillip,-37.8381,144.9329,Southern Metropolitan,8648.0
Port Melbourne,29 Alfred St,2,h,825000.0,S,Chisholm,14/05/2016,3.8,3207,2.0,1.0,0.0,111.0,,,Port Phillip,-37.835,144.9373,Southern Metropolitan,8648.0
Port Melbourne,516/99 Dow St,2,u,820000.0,VB,Cayzer,14/05/2016,3.8,3207,2.0,2.0,2.0,2166.0,,,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648.0
Port Melbourne,39 Heath St,2,h,900000.0,SP,Cayzer,14/05/2016,3.8,3207,2.0,1.0,0.0,124.0,70.0,1900.0,Port Phillip,-37.8356,144.9439,Southern Metropolitan,8648.0
Port Melbourne,146 Dow St,5,h,2350000.0,S,hockingstuart,15/10/2016,3.8,3207,5.0,1.0,2.0,350.0,173.0,1890.0,Port Phillip,-37.8407,144.9424,Southern Metropolitan,8648.0
Port Melbourne,139 Cruikshank St,3,t,1565000.0,S,Cayzer,16/04/2016,3.8,3207,3.0,1.0,2.0,188.0,,,Port Phillip,-37.8371,144.9478,Southern Metropolitan,8648.0
Port Melbourne,59 Heath St,3,h,1670000.0,S,Greg,16/04/2016,3.8,3207,3.0,2.0,1.0,140.0,169.0,1880.0,Port Phillip,-37.8353,144.9442,Southern Metropolitan,8648.0
Port Melbourne,180 Station St,3,h,1402000.0,S,RT,16/07/2016,3.8,3207,3.0,1.0,0.0,108.0,106.0,1900.0,Port Phillip,-37.8332,144.945,Southern Metropolitan,8648.0
Port Melbourne,9 The Cove,3,h,1570000.0,S,Biggin,17/09/2016,3.8,3207,3.0,2.0,1.0,210.0,211.0,1999.0,Port Phillip,-37.8382,144.9272,Southern Metropolitan,8648.0
Port Melbourne,159 Albert St,3,h,1515000.0,S,Marshall,18/03/2017,3.8,3207,3.0,2.0,0.0,211.0,,,Port Phillip,-37.8347,144.9368,Southern Metropolitan,8648.0
Port Melbourne,189 Station St,2,h,1155000.0,S,Chisholm,18/03/2017,3.8,3207,2.0,1.0,0.0,112.0,,,Port Phillip,-37.8329,144.9455,Southern Metropolitan,8648.0
Port Melbourne,95 Station St,2,h,1150000.0,S,Marshall,18/03/2017,3.8,3207,2.0,1.0,0.0,82.0,90.0,1910.0,Port Phillip,-37.8361,144.9403,Southern Metropolitan,8648.0
Port Melbourne,34 Bridge St,2,h,875000.0,S,Cayzer,18/06/2016,3.8,3207,2.0,1.0,1.0,95.0,,,Melbourne,-37.8381,144.9465,Southern Metropolitan,8648.0
Port Melbourne,220/99 Dow St,2,u,625000.0,PI,RT,18/06/2016,3.8,3207,2.0,2.0,1.0,2166.0,,,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648.0
Port Melbourne,230 Nott St,3,h,1384000.0,S,Marshall,18/06/2016,3.8,3207,3.0,1.0,0.0,184.0,100.0,1905.0,Melbourne,-37.8348,144.9443,Southern Metropolitan,8648.0
Port Melbourne,103/2 Pier St,2,u,1405000.0,S,Marshall,18/06/2016,3.8,3207,2.0,2.0,1.0,0.0,,,Port Phillip,-37.84,144.9275,Southern Metropolitan,8648.0
Port Melbourne,309/166 Rouse St,2,u,655000.0,S,Cayzer,18/06/2016,3.8,3207,2.0,1.0,1.0,0.0,86.0,2006.0,Port Phillip,-37.8416,144.939,Southern Metropolitan,8648.0
Port Melbourne,503/99 Nott St,1,u,456000.0,SP,Jellis,19/11/2016,3.8,3207,1.0,1.0,1.0,0.0,63.0,2007.0,Port Phillip,-37.8405,144.9385,Southern Metropolitan,8648.0
Port Melbourne,801/65 Beach St,3,u,2260000.0,S,Marshall,22/05/2016,3.8,3207,3.0,2.0,2.0,0.0,450.0,,Port Phillip,-37.842,144.9364,Southern Metropolitan,8648.0
Port Melbourne,153 Dow St,2,h,1130000.0,S,Greg,22/05/2016,3.8,3207,1.0,1.0,0.0,112.0,,,Port Phillip,-37.8404,144.9422,Southern Metropolitan,8648.0
Port Melbourne,41 Dunstan Pde,3,h,1305000.0,S,Marshall,22/05/2016,3.8,3207,2.0,2.0,2.0,303.0,,,Port Phillip,-37.8369,144.9183,Southern Metropolitan,8648.0
Port Melbourne,202/115 Nott St,2,u,720000.0,S,Chisholm,22/05/2016,3.8,3207,2.0,2.0,1.0,0.0,,2012.0,Melbourne,-37.84,144.939,Southern Metropolitan,8648.0
Port Melbourne,206 Nott St,2,h,1130000.0,PI,Marshall,22/05/2016,3.8,3207,2.0,1.0,1.0,159.0,,,Melbourne,-37.8356,144.9436,Southern Metropolitan,8648.0
Port Melbourne,410/54 Nott St,2,u,520000.0,S,hockingstuart,22/05/2016,3.8,3207,1.0,1.0,1.0,0.0,70.0,2005.0,Port Phillip,-37.8407,144.9389,Southern Metropolitan,8648.0
Port Melbourne,141/95 Rouse St,2,u,1250000.0,VB,Greg,22/05/2016,3.8,3207,2.0,2.0,2.0,0.0,,2003.0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648.0
Port Melbourne,405/1 Danks St W,1,u,470000.0,SP,LITTLE,22/08/2016,3.8,3207,1.0,1.0,1.0,0.0,62.0,2000.0,Port Phillip,-37.8436,144.944,Southern Metropolitan,8648.0
Port Melbourne,4/190 Graham St,2,u,600000.0,VB,RT,22/08/2016,3.8,3207,2.0,1.0,1.0,0.0,72.0,1996.0,Melbourne,-37.8398,144.9404,Southern Metropolitan,8648.0
Port Melbourne,1/3 Liardet St,2,u,670000.0,S,Biggin,22/08/2016,3.8,3207,2.0,1.0,1.0,0.0,71.0,2006.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0
Port Melbourne,86 Raglan St,3,h,1100000.0,S,Marshall,22/08/2016,3.8,3207,3.0,1.0,0.0,103.0,,,Port Phillip,-37.8342,144.9456,Southern Metropolitan,8648.0
Port Melbourne,702/127 Beach St,2,u,1252000.0,SP,Cayzer,24/09/2016,3.8,3207,2.0,1.0,2.0,0.0,,,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648.0
Port Melbourne,116 Farrell St,2,h,1010000.0,S,Woodards,24/09/2016,3.8,3207,2.0,1.0,1.0,139.0,,1960.0,Port Phillip,-37.8342,144.9393,Southern Metropolitan,8648.0
Port Melbourne,11/201 Graham St,2,t,779000.0,S,Frank,24/09/2016,3.8,3207,2.0,1.0,1.0,0.0,,,Melbourne,-37.8396,144.9391,Southern Metropolitan,8648.0
Port Melbourne,110 Ingles St,2,h,790000.0,PI,Marshall,24/09/2016,3.8,3207,2.0,1.0,1.0,108.0,,,Melbourne,-37.8329,144.9463,Southern Metropolitan,8648.0
Port Melbourne,403/99 Nott St,1,u,455500.0,S,hockingstuart,24/09/2016,3.8,3207,1.0,1.0,1.0,0.0,,2002.0,Melbourne,-37.8405,144.9385,Southern Metropolitan,8648.0
Port Melbourne,98 Heath St,2,h,1400000.0,S,Marshall,25/02/2017,3.8,3207,2.0,1.0,1.0,168.0,102.0,1934.0,Port Phillip,-37.8346,144.9453,Southern Metropolitan,8648.0
Port Melbourne,16 Nelson St,3,h,1520000.0,PI,Marshall,25/02/2017,3.8,3207,3.0,2.0,1.0,0.0,160.0,2016.0,Port Phillip,-37.8363,144.9336,Southern Metropolitan,8648.0
Port Melbourne,282 Ross St,3,h,1655000.0,S,Chisholm,25/02/2017,3.8,3207,3.0,1.0,1.0,220.0,,,Port Phillip,-37.8329,144.942,Southern Metropolitan,8648.0
Port Melbourne,405/2 Rouse St,1,u,600000.0,S,Marshall,25/02/2017,3.8,3207,1.0,1.0,1.0,6866.0,63.0,2010.0,Port Phillip,-37.8443,144.9437,Southern Metropolitan,8648.0
Port Melbourne,73 Heath St,1,h,1014000.0,S,Chisholm,26/07/2016,3.8,3207,3.0,1.0,0.0,151.0,,,Port Phillip,-37.835,144.9444,Southern Metropolitan,8648.0
Port Melbourne,150 Clark St,3,h,1351000.0,S,Cayzer,27/06/2016,3.8,3207,3.0,1.0,0.0,197.0,,,Port Phillip,-37.8343,144.9362,Southern Metropolitan,8648.0
Port Melbourne,1001/107 Beach St,3,u,2460000.0,S,Marshall,27/11/2016,3.8,3207,3.0,2.0,2.0,5042.0,102.0,1995.0,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648.0
Port Melbourne,61/1 Graham St,1,u,540000.0,VB,Chisholm,27/11/2016,3.8,3207,1.0,1.0,1.0,0.0,,2000.0,Port Phillip,-37.8429,144.9449,Southern Metropolitan,8648.0
Port Melbourne,126 Heath St,3,h,3705000.0,S,Greg,27/11/2016,3.8,3207,3.0,2.0,2.0,214.0,241.0,2014.0,Port Phillip,-37.8341,144.9458,Southern Metropolitan,8648.0
Port Melbourne,334 Howe Pde,2,h,1180000.0,S,Greg,27/11/2016,3.8,3207,2.0,1.0,1.0,347.0,,,Port Phillip,-37.8366,144.9225,Southern Metropolitan,8648.0
Port Melbourne,137 Ingles St,3,t,950000.0,PI,Frank,27/11/2016,3.8,3207,3.0,2.0,2.0,0.0,134.0,2012.0,Port Phillip,-37.8317,144.9446,Southern Metropolitan,8648.0
Port Melbourne,215 Princes St,3,h,1350000.0,S,hockingstuart,27/11/2016,3.8,3207,3.0,1.0,1.0,114.0,138.0,1990.0,Melbourne,-37.8371,144.939,Southern Metropolitan,8648.0
Port Melbourne,350 Princes St,3,h,2100000.0,S,Marshall,27/11/2016,3.8,3207,3.0,2.0,1.0,170.0,,,Melbourne,-37.835,144.94299999999996,Southern Metropolitan,8648.0
Port Melbourne,3/1 Seisman Pl,2,u,735000.0,S,Chisholm,27/11/2016,3.8,3207,2.0,1.0,1.0,0.0,100.0,2000.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0
Port Melbourne,14/200 Bay St,1,u,400000.0,VB,Greg,28/05/2016,3.8,3207,1.0,1.0,1.0,0.0,64.0,2000.0,Melbourne,-37.8392,144.9421,Southern Metropolitan,8648.0
Port Melbourne,56/15 Beach St,2,u,900000.0,S,Marshall,28/05/2016,3.8,3207,2.0,1.0,2.0,0.0,94.0,1997.0,Port Phillip,-37.8426,144.9398,Southern Metropolitan,8648.0
Port Melbourne,202/52 Dow St,1,u,470000.0,PI,Marshall,28/05/2016,3.8,3207,1.0,1.0,1.0,0.0,,,Port Phillip,-37.8431,144.9403,Southern Metropolitan,8648.0
Port Melbourne,111 Stokes St,4,h,2160000.0,S,Cayzer,28/05/2016,3.8,3207,3.0,3.0,2.0,232.0,230.0,,Port Phillip,-37.8392,144.9378,Southern Metropolitan,8648.0
Port Melbourne,213 Stokes St,3,h,1380000.0,S,Marshall,28/05/2016,3.8,3207,3.0,1.0,0.0,0.0,134.0,1890.0,Port Phillip,-37.8373,144.9397,Southern Metropolitan,8648.0
Port Melbourne,176 Dow St,3,h,1080000.0,S,Biggin,30/07/2016,3.8,3207,3.0,1.0,2.0,116.0,95.0,1910.0,Port Phillip,-37.8401,144.94299999999996,Southern Metropolitan,8648.0
Port Melbourne,224 Nott St,3,h,1405000.0,SP,Chisholm,30/07/2016,3.8,3207,3.0,2.0,1.0,158.0,,,Melbourne,-37.835,144.9442,Southern Metropolitan,8648.0
South Yarra,11/276 Domain Rd,1,u,430000.0,S,hockingstuart,3/09/2016,3.3,3141,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8351,144.9909,Southern Metropolitan,14887.0
South Yarra,5/38 MacFarlan St,2,u,722000.0,SP,Jellis,3/09/2016,3.3,3141,2.0,1.0,1.0,0.0,86.0,2003.0,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0
South Yarra,301/89 River St,2,u,930000.0,S,hockingstuart,3/09/2016,3.3,3141,2.0,2.0,2.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,18/34 Rockley Rd,1,u,467500.0,SP,McGrath,3/09/2016,3.3,3141,1.0,1.0,1.0,0.0,,,Stonnington,-37.8363,145.0003,Southern Metropolitan,14887.0
South Yarra,9/10 Tivoli Rd,2,u,475000.0,PI,Buxton,3/09/2016,3.3,3141,2.0,1.0,0.0,0.0,,,Stonnington,-37.8391,144.9984,Southern Metropolitan,14887.0
South Yarra,202/8 Bond St,2,u,850000.0,PI,Kay,3/12/2016,3.3,3141,2.0,2.0,2.0,0.0,86.0,2014.0,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887.0
South Yarra,43/100 Commercial Rd,3,u,1230000.0,S,Kay,3/12/2016,3.3,3141,3.0,2.0,2.0,0.0,138.0,1998.0,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0
South Yarra,4/38 MacFarlan St,2,u,965000.0,S,hockingstuart,3/12/2016,3.3,3141,2.0,2.0,2.0,2143.0,,,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0
South Yarra,413/35 Malcolm St,1,u,315000.0,PI,hockingstuart,3/12/2016,3.3,3141,1.0,1.0,0.0,14500.0,,2011.0,Stonnington,-37.8372,144.9963,Southern Metropolitan,14887.0
South Yarra,16 Oxford St,3,h,1510000.0,S,Kay,3/12/2016,3.3,3141,3.0,5.0,0.0,241.0,,,Stonnington,-37.8407,144.9962,Southern Metropolitan,14887.0
South Yarra,1906/229 Toorak Rd,1,u,402000.0,S,LITTLE,3/12/2016,3.3,3141,1.0,1.0,1.0,0.0,,2013.0,Stonnington,-37.8392,144.9947,Southern Metropolitan,14887.0
South Yarra,6/371 Toorak Rd,3,u,1880000.0,S,Abercromby's,3/12/2016,3.3,3141,3.0,2.0,2.0,0.0,,1968.0,Stonnington,-37.8399,145.0003,Southern Metropolitan,14887.0
South Yarra,2/53 Caroline St,1,u,422000.0,S,hockingstuart,4/03/2017,3.3,3141,1.0,1.0,0.0,0.0,,,Stonnington,-37.836999999999996,144.9881,Southern Metropolitan,14887.0
South Yarra,8/18 Darling St,2,u,535000.0,S,hockingstuart,4/03/2017,3.3,3141,2.0,1.0,1.0,0.0,64.0,1970.0,Stonnington,-37.8374,144.9918,Southern Metropolitan,14887.0
South Yarra,15/9 Darling St,2,u,990000.0,SA,Williams,4/03/2017,3.3,3141,2.0,2.0,2.0,0.0,38.0,2015.0,Stonnington,-37.8379,144.9913,Southern Metropolitan,14887.0
South Yarra,7/32 Marne St,2,u,695000.0,PI,Kay,4/03/2017,3.3,3141,2.0,1.0,0.0,0.0,79.0,1930.0,Melbourne,-37.8361,144.9842,Southern Metropolitan,14887.0
South Yarra,503/99 River St,2,u,978500.0,S,hockingstuart,4/03/2017,3.3,3141,2.0,2.0,2.0,17200.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,5/6 Tivoli Pl,2,u,863000.0,S,hockingstuart,4/03/2017,3.3,3141,2.0,2.0,1.0,742.0,,1950.0,Melbourne,-37.8357,144.9867,Southern Metropolitan,14887.0
South Yarra,6/176 Walsh St,2,u,680000.0,S,Jellis,4/03/2017,3.3,3141,2.0,1.0,1.0,0.0,,,Melbourne,-37.8338,144.9858,Southern Metropolitan,14887.0
South Yarra,1/47 Wilson St,2,u,840000.0,PI,Jellis,4/03/2017,3.3,3141,2.0,2.0,1.0,0.0,,2004.0,Stonnington,-37.8439,144.9974,Southern Metropolitan,14887.0
South Yarra,1106/1 Clara St,1,u,450000.0,SP,RT,4/06/2016,3.3,3141,1.0,1.0,1.0,0.0,,,Stonnington,-37.8421,144.9978,Southern Metropolitan,14887.0
South Yarra,29/100 Commercial Rd,3,u,750000.0,S,Marshall,4/06/2016,3.3,3141,3.0,2.0,2.0,0.0,,,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0
South Yarra,13/55 Darling St,2,u,650000.0,PI,RT,4/06/2016,3.3,3141,2.0,1.0,1.0,0.0,,1986.0,Stonnington,-37.8344,144.9916,Southern Metropolitan,14887.0
South Yarra,10/34 MacFarlan St,2,u,775000.0,SP,hockingstuart,4/06/2016,3.3,3141,2.0,1.0,1.0,0.0,103.0,2000.0,Stonnington,-37.8394,144.9886,Southern Metropolitan,14887.0
South Yarra,20/30 Mona Pl,2,u,572000.0,SP,hockingstuart,4/06/2016,3.3,3141,2.0,1.0,1.0,0.0,73.0,1960.0,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887.0
South Yarra,507/99 River St,1,u,510000.0,S,Beller,4/06/2016,3.3,3141,1.0,1.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,12 Witchwood Cl,3,t,1460000.0,PI,hockingstuart,4/06/2016,3.3,3141,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0
South Yarra,2/13 Motherwell St,1,u,465000.0,S,Biggin,6/08/2016,3.3,3141,1.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8456,145.0005,Southern Metropolitan,14887.0
South Yarra,402/89 River St,2,u,801000.0,S,Biggin,6/08/2016,3.3,3141,2.0,2.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,8/24 Fitzgerald St,2,u,623500.0,SP,hockingstuart,7/05/2016,3.3,3141,2.0,1.0,1.0,0.0,75.0,1970.0,Stonnington,-37.8426,144.993,Southern Metropolitan,14887.0
South Yarra,8/99 Osborne St,1,u,409000.0,S,Castran,7/05/2016,3.3,3141,1.0,1.0,1.0,0.0,45.0,1970.0,Stonnington,-37.8414,144.991,Southern Metropolitan,14887.0
South Yarra,12 Stables La,1,u,370000.0,SP,Marshall,7/05/2016,3.3,3141,1.0,1.0,1.0,0.0,,,Stonnington,-37.8423,144.997,Southern Metropolitan,14887.0
South Yarra,1/14 Arthur St,3,t,1250000.0,S,Kay,7/11/2016,3.3,3141,3.0,2.0,1.0,80.0,118.0,2003.0,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887.0
South Yarra,308/700 Chapel St,1,u,480000.0,S,hockingstuart,7/11/2016,3.3,3141,1.0,1.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
South Yarra,29 MacFarlan St,2,h,2325000.0,S,RT,7/11/2016,3.3,3141,2.0,2.0,2.0,355.0,,,Stonnington,-37.8392,144.9883,Southern Metropolitan,14887.0
South Yarra,4/957 Punt Rd,2,u,659000.0,SP,Jellis,7/11/2016,3.3,3141,2.0,1.0,1.0,0.0,77.0,1940.0,Melbourne,-37.8314,144.9877,Southern Metropolitan,14887.0
South Yarra,19/110 Caroline St,2,u,780000.0,PI,Williams,8/10/2016,3.3,3141,2.0,1.0,1.0,0.0,75.0,1960.0,Stonnington,-37.8343,144.9899,Southern Metropolitan,14887.0
